FILMID,COMPANYID
10696,415
10696,5
10696,25
123229,12095
123229,12096
123229,10611
123229,12098
123229,12099
123229,12100
123229,104
218212,25
244562,92047
244562,22632
14328,19424
14328,25
164782,18231
123231,3282
218213,25
244563,2361
244563,7633
164794,8298
143281,73844
143281,26468
143281,11634
106968,14
106968,7405
106968,56434
123235,40274
123235,7460
123235,2902
123235,10611
123235,20655
123235,12100
123235,104
123235,83
123235,7131
24457,52878
106969,4745
106969,9156
106969,2902
123241,7646
123241,7981
123241,356
218228,192
10697,84516
10697,83
10697,104
244576,1432
164808,55949
164808,3324
195936,14582
123243,729
195922,26139
195922,12113
106970,4745
123244,82248
10698,96
143299,11465
195945,45867
19594,11231
19594,25
218235,192
244580,18852
244580,2570
244580,3846
14330,4793
14330,174
164827,104110
123283,10307
218234,686
164828,4
195944,37046
195944,7159
218257,17994
218257,11622
244581,63599
244581,63598
106984,8556
106984,4606
106999,45724
143304,1432
106990,1957
143307,955
244591,18847
244591,17566
244591,124
244591,3391
244591,162
244594,3324
123281,174
195948,7159
195948,37046
106992,9152
218266,1370
19595,2262
19595,3980
19595,4438
19595,4439
19595,4440
218267,2345
218267,16586
143327,5
195957,14585
195957,14586
143329,7870
143329,4960
123286,19669
218271,10779
19596,1419
164865,82842
195968,8197
123291,118835
21828,2537
19597,10400
19597,2280
19597,83
19597,7981
164883,10437
164886,17738
107007,11787
107007,120432
195978,2713
123292,3245
244607,8405
218283,33
123295,174
107008,1639
107008,9152
107008,15868
19599,43535
19599,698
19599,707
19599,8676
19599,12696
19599,18302
19599,22056
164894,16302
24461,14159
24461,838
14334,29272
14334,29273
107019,38909
107019,12146
107019,25
164901,3166
164901,6
123299,8478
218287,3391
218287,7153
218287,10273
218287,40711
218287,39825
218289,4395
218289,3760
244623,57359
244623,1949
164924,12999
164924,46
164924,13000
164924,124
19601,61695
19601,181
19601,61696
244625,14258
143355,10617
143355,28713
143355,55913
107020,44753
123313,10220
196024,76
196024,2801
196024,758
196024,4606
196024,3389
143356,12180
107028,92312
107028,1155
123317,4009
123317,8054
244636,10330
196032,4606
196032,3079
196032,50803
196032,50804
196032,2999
196032,2801
196032,10356
196032,327
164926,12998
218294,1432
244639,4350
244639,10473
10703,2965
10703,3618
10703,4054
10703,4617
10703,5637
196034,37046
196034,7159
107052,12111
218298,1432
123324,4683
123324,35920
244666,4213
164945,3166
164945,6
19606,168
19606,10720
19606,174
218299,6
196061,7159
196061,37046
24468,5
143369,3535
107035,19531
107039,23496
164954,3166
164954,6
218302,25
123330,134103
196073,45867
164966,3166
164966,6
143372,21531
164976,3166
164976,6
143393,10213
218304,1432
164972,3166
164972,6
10704,40418
10704,40419
10704,40417
10704,129755
244688,20807
244688,3641
123331,101710
107041,55402
107041,9335
107041,692
107041,981
1961,552
1961,3086
218305,17139
244697,87230
10705,288
10705,3102
10705,798
218307,1432
123343,79021
143377,16958
19610,3645
19610,174
218310,1432
123348,12965
123348,9
123348,25206
123348,25024
123348,104
218312,33
196133,37732
164979,3166
164979,6
107053,25
12335,3166
19611,14714
19611,2726
19611,7999
19611,14392
19611,14393
19611,14394
218313,1432
123351,4383
143394,1478
107054,24546
164990,1984
123354,364
1650,23462
143409,9301
218321,4
196127,45867
143411,4056
165002,16302
165009,6
218326,6
218326,48791
107056,12838
218323,1432
123360,68229
165013,69839
165013,9081
165013,4881
196131,45867
107059,2389
107059,1115
123362,16422
123362,24439
123362,25539
123362,33916
123362,5960
123362,850
123362,302
123362,21380
123362,16055
123362,104
123362,9974
107064,86907
107064,138248
107064,875
218329,8691
218329,8690
196139,4778
107065,17914
107065,60063
107065,24687
165016,35830
143451,23875
196154,344
123370,2650
165020,14378
21833,8935
21833,3509
21833,16055
21833,39929
21833,68670
21833,2055
21833,1182
21833,5085
107067,1703
19614,89394
19614,104238
19614,838
19614,4
218330,1432
196146,3161
107068,10516
24475,1583
24475,1082
24475,26252
24475,31259
24475,83
123380,85254
165023,955
218331,4
14346,64027
14346,5708
14346,64028
10707,34
10707,769
10707,9118
10707,19194
165057,60961
107070,12790
107070,12791
107070,4729
123384,30095
123384,29079
123384,487
218332,6
244761,22884
244761,12800
165058,64782
218334,14005
14347,556
107076,18701
123390,75694
123390,487
143479,3618
196160,49947
196160,4683
218337,16588
107079,6082
218338,42574
218338,1155
24477,16805
24477,2365
24478,33
14349,4564
14349,3574
14349,816
14349,212
143496,79494
107084,9232
244784,14204
165076,19146
218341,4213
218341,63344
165108,13014
165108,1869
165108,1444
123422,2650
19618,174
24479,9993
24479,429
107087,4992
107087,22289
123427,107993
218343,174
107092,83198
196184,78225
218345,1432
107093,387
196186,6252
218347,33
244806,6
244808,14263
16514,10330
123432,78244
218351,5999
123434,1138
107096,21437
107096,7954
1962,4606
1962,96
1962,587
24481,5
218365,25
165148,14547
165148,25539
165148,587
165148,46
218369,6
21838,16839
107097,144
107097,53065
19620,3651
19620,3652
244811,174
218367,33
244821,18860
196200,43711
14351,2894
14351,2895
14351,2896
165162,3011
10710,5
10710,97
10710,16061
10710,172
10710,7
10710,925
16515,21
244829,2124
143516,11468
143516,11469
196217,1728
107103,1931
244835,1432
196209,42770
10711,25
123448,13651
165159,641
143522,10523
218381,34
19621,11561
19621,3649
19621,3644
244851,487
218382,12994
218382,6187
143523,25
123499,83
165165,25
218388,1432
244860,6328
10712,1422
10712,129
10712,1512
10712,73067
218389,6
218395,174
107122,1796
218392,3245
218392,174
165232,201
107131,1405
107131,7110
107131,7541
107131,29926
165177,4
165177,97054
123498,10473
10714,2
244868,5
244868,91476
165180,2662
165180,4606
218397,9329
218397,174
143539,7281
196236,14803
1652,191
143543,66139
16520,25
19624,2320
19624,3724
165218,96677
165218,5355
165218,11244
165218,85277
165218,16670
165218,93143
107148,6480
107148,68040
107148,120023
107148,104
2184,1006
244877,55122
244877,25159
244877,181
24488,5959
24488,5960
24488,5961
24488,5962
24488,2813
24488,79035
24488,1115
24488,311
24488,884
196241,113408
10716,26284
21840,20722
123506,7801
123506,7561
123506,8676
123506,112759
143547,36852
143547,36853
143547,104
165229,174
218404,25
196259,17141
19625,3781
218407,21
16524,88723
123513,1931
196253,5041
107170,4615
244888,11354
244888,420
244888,25
143565,95498
143565,8882
143565,13495
143565,95499
143565,13497
143565,104
165264,14623
165264,97496
107178,54838
107178,8962
107178,18352
143567,10610
165269,174
196258,11302
196258,21027
196258,17
143569,4318
107181,4779
107181,1428
123532,108295
123532,487
123532,24023
123532,128288
123532,13869
21842,2999
21842,327
21842,1929
21842,758
165281,4759
24490,33
24490,31594
143582,10438
165282,5822
107184,17490
107184,6397
107184,4530
107184,17489
218423,4395
165284,33
165284,13152
196263,31108
1436,709
1436,710
1436,3657
1436,7036
123568,12867
123568,99758
218443,318
244901,15258
14361,9195
14361,8830
19628,1842
1653,191
1653,316
1653,1143
1653,6638
1653,6705
1653,9962
1653,17469
1653,19027
165300,174
107193,65977
107193,38793
123570,140747
16530,8605
196280,111697
196280,111698
196280,109550
107201,40368
107201,40369
107201,40370
165304,23595
165304,1704
123598,22836
123598,22831
123598,22833
19629,128
244908,5128
244908,51562
218460,7119
107215,416
107215,686
143628,5822
1963,684
1963,822
143630,955
24491,33
24491,4878
24491,6894
123608,181
123608,118447
123608,12745
196301,11977
143634,21594
123610,82955
123610,82954
107228,641
218463,1429
244910,51661
107231,21
123615,4
143639,5822
196303,3381
244914,74481
143646,5253
196305,13362
107236,4913
24492,6197
24492,3448
123620,18071
218466,22247
143651,641
143651,14666
244924,4245
165340,20011
165340,27047
165342,30756
218472,1432
196313,119064
107239,46416
107239,46417
123623,894
107240,21146
107240,19366
123624,7201
123624,44330
107242,14714
107242,5233
143679,127975
123625,7746
123625,14
244933,22723
244933,11932
107246,60
19635,3658
123627,3906
107248,5798
196355,3346
196355,49930
196355,7429
143687,3034
143687,74012
143687,23399
24494,8717
24494,33
16535,25
218476,43652
218476,8331
123628,181
165355,1221
165355,13580
244956,3212
244956,9300
244956,13411
244956,192
10725,14150
10725,19048
196357,1791
196359,54539
196359,54537
196359,22841
123632,101
123632,30986
123632,5085
19636,3939
107272,7159
165357,4
218480,86529
123636,1377
107257,37330
196362,12372
218483,1502
218483,14196
143741,10453
143741,119606
19637,2320
123642,9335
123642,108598
165366,19886
143744,5650
143744,12302
143744,13069
143744,4690
143744,104647
165377,1432
218486,1081
218486,20986
10726,35
165378,6
165378,44720
123652,11574
123652,115413
123652,16366
107261,37046
107261,7159
196382,1432
165379,2064
218499,83901
107262,5409
14375,10102
14375,13786
14375,22393
14375,174
196387,35282
21849,4299
21849,174
196385,2884
196385,14714
196385,35315
218500,32189
107273,7159
107273,37046
123659,141028
19639,29587
24498,27504
107275,3324
143754,1335
143754,1376
218502,73529
1654,14159
1654,79298
1654,21
123655,60
123655,4802
196392,20907
21851,4018
123699,20859
123699,20862
107287,41730
143777,46065
143777,16336
165463,36748
165463,60759
107308,5822
123725,1531
123742,6116
10732,104
196486,5445
196486,2021
196486,3556
245104,6584
196496,1314
196496,132301
107325,114233
107325,114234
143756,4858
143756,4530
196396,7159
123661,10240
107277,1093
143758,35762
143758,35763
143758,1428
123665,21
1964,823
107279,9000
165404,6085
165404,3939
123685,46000
123685,15847
245012,110094
245012,81894
16541,1003
14376,128657
14376,8177
14376,78839
14376,5383
123670,3324
196401,7159
10728,12372
218508,3341
218508,75225
218508,192
218508,9148
218521,192
218510,1393
218510,192
196417,6
107282,2370
143762,10207
143762,1216
165420,6938
165420,8558
165420,83
165420,30231
107285,106128
143765,6
143765,1788
196420,8250
143767,119706
196421,25287
196421,1496
123706,83187
218517,96099
218517,96100
218517,64111
218517,96101
165440,13960
165475,48807
165475,48808
143770,13131
196422,1216
123700,20859
123700,20862
10729,11019
10729,174
196433,21
218520,64541
218520,10563
218520,1328
123701,1678
165449,32846
24504,71386
107291,2159
16545,3193
16545,18973
107299,5780
218522,64541
218522,20198
218522,1328
218531,3602
245047,25
107300,15868
107300,1701
245051,6
19644,3660
16548,3923
123715,643
123715,34975
107301,235
218548,16740
245059,12838
245059,53518
218532,72447
218532,61809
165477,5820
123723,87539
218550,3475
143780,9223
143780,11616
245061,29118
245061,21
196469,18188
143783,12077
143783,6197
143796,1122
143796,2390
218555,8460
1655,191
107311,13654
107311,37299
107311,21258
143800,13869
143800,24845
245072,7013
143815,116256
218559,7024
218559,5132
218559,46
143811,4683
143811,10293
245073,12838
196474,2817
196482,1328
196482,8930
196482,1477
196482,34479
218560,174
218561,38211
218561,16074
24508,4324
165509,21
218563,6
143818,23020
143818,46
123755,1314
16551,25
218568,3276
218568,20986
218568,110964
218568,57933
123756,8298
123762,12914
123762,46209
143824,12509
218572,1242
218572,43711
143829,12509
218569,111706
218569,111707
218589,6
107327,5661
107327,38909
245108,25
196507,15874
123763,61085
123763,61084
196517,18908
123770,1302
123770,41
143830,5937
143830,7220
107331,90164
218577,46014
165522,75093
196531,45208
196531,20803
218582,174
123771,46328
123771,14
143835,8478
24512,4
218588,22215
107334,21847
165538,6393
165538,1496
165538,34016
165541,1331
196538,7159
143838,174
143844,19146
218597,174
107336,10937
107336,10399
165544,17915
19657,99664
19657,3939
165547,718
165547,6705
245138,12269
245138,57632
123790,88972
19658,2320
19658,3081
19658,60690
107342,10399
107342,12
21860,4019
14387,104314
14387,127786
196603,49375
196603,3675
107343,21772
19661,33
245153,99654
143873,59938
143873,75000
143873,74999
143873,77499
218601,116115
107345,4343
123797,41100
245166,21
196651,13948
218606,181
218606,134076
143877,33
143877,5409
107353,12943
107353,25
19662,8792
21861,16259
21861,7981
21861,14628
21861,1115
21861,6301
21861,310
21861,104
21861,356
123813,11291
165549,5253
19663,3653
19663,3930
24518,21
107355,1009
107355,133041
16555,3096
16555,35
165550,25822
245184,74348
19664,898
19664,21858
19664,21859
107357,4682
107357,26727
218615,56553
123817,81877
143887,344
143889,92949
19665,11065
19665,11634
123825,76
21862,810
107370,78973
19666,2140
19666,10822
19666,3119
245193,4
143894,10713
107374,76529
196662,7159
165582,23289
165582,3668
165582,28083
245199,6
123863,4063
123863,36147
123863,1657
245201,1931
245222,25
19667,3726
19667,134378
123864,4234
107380,26351
14390,13190
14390,6996
14390,12026
218641,2999
196677,13930
245200,10522
245200,22603
245200,619
16559,21
123865,41996
123865,12523
123865,103993
123865,81842
143901,125558
21865,89136
21865,5682
196679,3324
196679,11226
196679,13157
196679,5645
165594,20803
123866,13246
107387,19988
245206,75190
245206,12594
245206,487
245206,76603
245206,94720
218659,4318
165597,13404
19668,3771
143916,10450
123868,25
245218,4946
19669,3748
123871,9027
21867,15125
21867,4
16560,559
16560,3195
14392,14714
14392,5346
14392,5552
14392,5636
14392,6838
14392,11414
14392,11417
14392,12183
14392,12184
218671,125558
196690,5
218672,16616
245231,104
123873,3341
123873,5099
123873,882
123873,1778
165600,28154
165600,28155
107402,61249
143920,1335
196691,6
107406,12727
107406,70305
21868,4626
218688,191
165609,8936
165609,1431
16561,21
143921,1500
143921,15325
245224,3324
196693,3245
196693,174
123883,106419
123883,92382
123883,3282
10741,308
10741,2266
10741,21856
143922,11383
245226,3268
218687,364
1967,4
1967,44
1967,1204
1967,826
1967,19501
143923,10518
165619,3789
165619,547
165632,4606
19670,3708
19670,3748
143924,2337
14393,439
107413,5822
24523,74835
24523,7611
24523,134065
24523,8541
218689,4063
196716,18789
107414,15759
107414,70635
218691,393
218691,39346
218691,14035
218691,39347
107420,26015
143925,49391
165629,8313
19672,2934
19672,7294
123908,214
143926,51155
245233,6
218694,84602
123909,21
16563,21
16563,31892
19673,1829
107427,5726
2187,1007
2187,1008
107430,1138
107430,17069
24525,8
24525,1811
24525,24996
21871,1176
16564,12046
16564,12045
16564,11301
16564,11931
16564,12047
196733,8749
107436,608
107438,6082
165640,53716
143931,7516
196737,5
218718,4395
218724,5741
165644,8486
165644,8487
21872,9054
107439,7159
107439,37046
245267,4
123940,460
123940,4796
196738,10202
143936,67887
143936,10504
143936,144
107444,624
107444,1216
107444,5
123945,83053
123945,39817
123945,83052
218725,8452
218725,18888
245268,21
165650,16466
165650,5164
14394,3708
14394,3709
14394,3750
12395,559
245272,28205
143945,2073
196776,61713
165655,1432
165659,21
123950,5542
123950,1778
123950,12521
123950,9300
123950,14969
123950,21658
245280,344
245294,27327
196764,11302
21873,2124
21873,8829
21873,25
196771,43711
196771,1477
196771,7168
107454,100655
107454,89238
123951,192
123951,4287
14396,12
16566,17362
16566,3708
196790,119323
245289,4898
245289,1193
124000,602
218736,20326
143963,15709
123961,5533
21874,7965
21874,174
245307,65194
196784,70029
196784,3070
196784,70030
10747,174
10747,171
143966,10819
143966,2865
245295,2501
245295,18891
165665,9329
165665,174
196789,6
107475,5798
107475,45390
218750,47
143967,81713
123983,22665
123983,81468
165667,7689
245301,10330
123984,137819
123984,35917
143968,1450
143968,3958
143968,6064
245305,10330
107488,40046
107488,40047
123989,5067
123989,34800
123989,75558
123989,75559
245323,487
107489,8478
196799,14626
165678,13023
165678,13024
218774,5731
124,1587
124,73037
1968,5
165683,8856
107494,9181
218779,17099
218779,7294
196802,6
245324,7350
124003,9235
107496,5175
124010,15324
124010,89852
165709,33
196826,99375
21878,16631
21878,16632
107497,5822
21879,15058
21879,1382
107499,16934
1075,105
1075,140
124026,14106
10750,559
10750,1595
14398,41
14398,3589
218802,1428
218802,5779
218802,73
218805,3324
124027,77662
107527,1216
196830,21012
196830,8583
196830,21013
196830,21014
124029,4063
124029,4077
124029,13427
10751,2105
143983,12242
165742,174
165742,1957
218815,16625
124034,7429
107520,89874
107520,18290
107520,25188
245372,25
245379,4395
196843,487
165745,1432
165746,2159
107524,3166
21882,60
21882,36248
196846,36429
245385,32582
245385,25
245385,132040
14402,9
124039,13549
124039,1444
165747,2159
196847,1124
143993,2
143993,3166
218827,2
196862,6
165749,16466
165756,2159
12404,4616
12404,5705
12404,2268
245394,686
165758,17057
196874,1792
196874,12580
124042,24365
124042,24366
124042,3431
